Block #,Onset-time(s),Category,TaskMatch,Image Name,Image Path
1,0.000000,0,blank,blank-1.jpg,/Users/vpnl/Desktop/alternating_bb/alternating_stimuli/static_stimuli/blank-1.jpg
1,0.500000,0,blank,blank-2.jpg,/Users/vpnl/Desktop/alternating_bb/alternating_stimuli/static_stimuli/blank-2.jpg
1,1.000000,0,blank,blank-3.jpg,/Users/vpnl/Desktop/alternating_bb/alternating_stimuli/static_stimuli/blank-3.jpg
1,1.500000,0,blank,blank-4.jpg,/Users/vpnl/Desktop/alternating_bb/alternating_stimuli/static_stimuli/blank-4.jpg
1,2.000000,0,blank,blank-5.jpg,/Users/vpnl/Desktop/alternating_bb/alternating_stimuli/static_stimuli/blank-5.jpg
1,2.500000,0,blank,blank-6.jpg,/Users/vpnl/Desktop/alternating_bb/alternating_stimuli/static_stimuli/blank-6.jpg
1,3.000000,0,blank,blank-7.jpg,/Users/vpnl/Desktop/alternating_bb/alternating_stimuli/static_stimuli/blank-7.jpg
1,3.500000,0,blank,blank-8.jpg,/Users/vpnl/Desktop/alternating_bb/alternating_stimuli/static_stimuli/blank-8.jpg
2,4.000000,1,faces,faces-1.jpg,/Users/vpnl/Desktop/alternating_bb/alternating_stimuli/static_stimuli/faces-1.jpg
2,4.500000,1,faces,faces-2.jpg,/Users/vpnl/Desktop/alternating_bb/alternating_stimuli/static_stimuli/faces-2.jpg
2,5.000000,1,faces,faces-3.jpg,/Users/vpnl/Desktop/alternating_bb/alternating_stimuli/static_stimuli/faces-3.jpg
2,5.500000,1,faces,faces-4.jpg,/Users/vpnl/Desktop/alternating_bb/alternating_stimuli/static_stimuli/faces-4.jpg
2,6.000000,1,faces,faces-5.jpg,/Users/vpnl/Desktop/alternating_bb/alternating_stimuli/static_stimuli/faces-5.jpg
2,6.500000,1,faces,faces-6.jpg,/Users/vpnl/Desktop/alternating_bb/alternating_stimuli/static_stimuli/faces-6.jpg
2,7.000000,1,faces,faces-7.jpg,/Users/vpnl/Desktop/alternating_bb/alternating_stimuli/static_stimuli/faces-7.jpg
2,7.500000,1,faces,faces-8.jpg,/Users/vpnl/Desktop/alternating_bb/alternating_stimuli/static_stimuli/faces-8.jpg
3,8.000000,4,scenes,scenes-1.jpg,/Users/vpnl/Desktop/alternating_bb/alternating_stimuli/static_stimuli/scenes-1.jpg
3,8.500000,4,scenes,scenes-2.jpg,/Users/vpnl/Desktop/alternating_bb/alternating_stimuli/static_stimuli/scenes-2.jpg
3,9.000000,4,scenes,scenes-3.jpg,/Users/vpnl/Desktop/alternating_bb/alternating_stimuli/static_stimuli/scenes-3.jpg
3,9.500000,4,scenes,scenes-4.jpg,/Users/vpnl/Desktop/alternating_bb/alternating_stimuli/static_stimuli/scenes-4.jpg
3,10.000000,4,scenes,scenes-5.jpg,/Users/vpnl/Desktop/alternating_bb/alternating_stimuli/static_stimuli/scenes-5.jpg
3,10.500000,4,scenes,scenes-6.jpg,/Users/vpnl/Desktop/alternating_bb/alternating_stimuli/static_stimuli/scenes-6.jpg
3,11.000000,4,scenes,scenes-7.jpg,/Users/vpnl/Desktop/alternating_bb/alternating_stimuli/static_stimuli/scenes-7.jpg
3,11.500000,4,scenes,scenes-8.jpg,/Users/vpnl/Desktop/alternating_bb/alternating_stimuli/static_stimuli/scenes-8.jpg
4,12.000000,2,hands,hands-1.jpg,/Users/vpnl/Desktop/alternating_bb/alternating_stimuli/static_stimuli/hands-1.jpg
4,12.500000,2,hands,hands-2.jpg,/Users/vpnl/Desktop/alternating_bb/alternating_stimuli/static_stimuli/hands-2.jpg
4,13.000000,2,hands,hands-3.jpg,/Users/vpnl/Desktop/alternating_bb/alternating_stimuli/static_stimuli/hands-3.jpg
4,13.500000,2,hands,hands-4.jpg,/Users/vpnl/Desktop/alternating_bb/alternating_stimuli/static_stimuli/hands-4.jpg
4,14.000000,2,hands,hands-5.jpg,/Users/vpnl/Desktop/alternating_bb/alternating_stimuli/static_stimuli/hands-5.jpg
4,14.500000,2,hands,hands-6.jpg,/Users/vpnl/Desktop/alternating_bb/alternating_stimuli/static_stimuli/hands-6.jpg
4,15.000000,2,hands,hands-7.jpg,/Users/vpnl/Desktop/alternating_bb/alternating_stimuli/static_stimuli/hands-7.jpg
4,15.500000,2,hands,hands-8.jpg,/Users/vpnl/Desktop/alternating_bb/alternating_stimuli/static_stimuli/hands-8.jpg
5,16.000000,3,cars,cars-1.jpg,/Users/vpnl/Desktop/alternating_bb/alternating_stimuli/static_stimuli/cars-1.jpg
5,16.500000,3,cars,cars-2.jpg,/Users/vpnl/Desktop/alternating_bb/alternating_stimuli/static_stimuli/cars-2.jpg
5,17.000000,3,cars,cars-3.jpg,/Users/vpnl/Desktop/alternating_bb/alternating_stimuli/static_stimuli/cars-3.jpg
5,17.500000,3,cars,cars-4.jpg,/Users/vpnl/Desktop/alternating_bb/alternating_stimuli/static_stimuli/cars-4.jpg
5,18.000000,3,cars,cars-5.jpg,/Users/vpnl/Desktop/alternating_bb/alternating_stimuli/static_stimuli/cars-5.jpg
5,18.500000,3,cars,cars-6.jpg,/Users/vpnl/Desktop/alternating_bb/alternating_stimuli/static_stimuli/cars-6.jpg
5,19.000000,3,cars,cars-7.jpg,/Users/vpnl/Desktop/alternating_bb/alternating_stimuli/static_stimuli/cars-7.jpg
5,19.500000,3,cars,cars-8.jpg,/Users/vpnl/Desktop/alternating_bb/alternating_stimuli/static_stimuli/cars-8.jpg
6,20.000000,0,blank,blank-9.jpg,/Users/vpnl/Desktop/alternating_bb/alternating_stimuli/static_stimuli/blank-9.jpg
6,20.500000,0,blank,blank-10.jpg,/Users/vpnl/Desktop/alternating_bb/alternating_stimuli/static_stimuli/blank-10.jpg
6,21.000000,0,blank,blank-11.jpg,/Users/vpnl/Desktop/alternating_bb/alternating_stimuli/static_stimuli/blank-11.jpg
6,21.500000,0,blank,blank-12.jpg,/Users/vpnl/Desktop/alternating_bb/alternating_stimuli/static_stimuli/blank-12.jpg
6,22.000000,0,blank,blank-13.jpg,/Users/vpnl/Desktop/alternating_bb/alternating_stimuli/static_stimuli/blank-13.jpg
6,22.500000,0,blank,blank-14.jpg,/Users/vpnl/Desktop/alternating_bb/alternating_stimuli/static_stimuli/blank-14.jpg
6,23.000000,0,blank,blank-15.jpg,/Users/vpnl/Desktop/alternating_bb/alternating_stimuli/static_stimuli/blank-15.jpg
6,23.500000,0,blank,blank-16.jpg,/Users/vpnl/Desktop/alternating_bb/alternating_stimuli/static_stimuli/blank-16.jpg
7,24.000000,1,faces,faces-9.jpg,/Users/vpnl/Desktop/alternating_bb/alternating_stimuli/static_stimuli/faces-9.jpg
7,24.500000,1,faces,faces-10.jpg,/Users/vpnl/Desktop/alternating_bb/alternating_stimuli/static_stimuli/faces-10.jpg
7,25.000000,1,faces,faces-11.jpg,/Users/vpnl/Desktop/alternating_bb/alternating_stimuli/static_stimuli/faces-11.jpg
7,25.500000,1,faces,faces-12.jpg,/Users/vpnl/Desktop/alternating_bb/alternating_stimuli/static_stimuli/faces-12.jpg
7,26.000000,1,faces,faces-13.jpg,/Users/vpnl/Desktop/alternating_bb/alternating_stimuli/static_stimuli/faces-13.jpg
7,26.500000,1,faces,faces-14.jpg,/Users/vpnl/Desktop/alternating_bb/alternating_stimuli/static_stimuli/faces-14.jpg
7,27.000000,1,faces,faces-15.jpg,/Users/vpnl/Desktop/alternating_bb/alternating_stimuli/static_stimuli/faces-15.jpg
7,27.500000,1,faces,faces-16.jpg,/Users/vpnl/Desktop/alternating_bb/alternating_stimuli/static_stimuli/faces-16.jpg
8,28.000000,3,cars,cars-9.jpg,/Users/vpnl/Desktop/alternating_bb/alternating_stimuli/static_stimuli/cars-9.jpg
8,28.500000,3,cars,cars-10.jpg,/Users/vpnl/Desktop/alternating_bb/alternating_stimuli/static_stimuli/cars-10.jpg
8,29.000000,3,cars,cars-11.jpg,/Users/vpnl/Desktop/alternating_bb/alternating_stimuli/static_stimuli/cars-11.jpg
8,29.500000,3,cars,cars-12.jpg,/Users/vpnl/Desktop/alternating_bb/alternating_stimuli/static_stimuli/cars-12.jpg
8,30.000000,3,cars,cars-13.jpg,/Users/vpnl/Desktop/alternating_bb/alternating_stimuli/static_stimuli/cars-13.jpg
8,30.500000,3,cars,cars-14.jpg,/Users/vpnl/Desktop/alternating_bb/alternating_stimuli/static_stimuli/cars-14.jpg
8,31.000000,3,cars,cars-15.jpg,/Users/vpnl/Desktop/alternating_bb/alternating_stimuli/static_stimuli/cars-15.jpg
8,31.500000,3,cars,cars-16.jpg,/Users/vpnl/Desktop/alternating_bb/alternating_stimuli/static_stimuli/cars-16.jpg
9,32.000000,2,hands,hands-9.jpg,/Users/vpnl/Desktop/alternating_bb/alternating_stimuli/static_stimuli/hands-9.jpg
9,32.500000,2,hands,hands-10.jpg,/Users/vpnl/Desktop/alternating_bb/alternating_stimuli/static_stimuli/hands-10.jpg
9,33.000000,2,hands,hands-11.jpg,/Users/vpnl/Desktop/alternating_bb/alternating_stimuli/static_stimuli/hands-11.jpg
9,33.500000,2,hands,hands-12.jpg,/Users/vpnl/Desktop/alternating_bb/alternating_stimuli/static_stimuli/hands-12.jpg
9,34.000000,2,hands,hands-13.jpg,/Users/vpnl/Desktop/alternating_bb/alternating_stimuli/static_stimuli/hands-13.jpg
9,34.500000,2,hands,hands-14.jpg,/Users/vpnl/Desktop/alternating_bb/alternating_stimuli/static_stimuli/hands-14.jpg
9,35.000000,2,hands,hands-15.jpg,/Users/vpnl/Desktop/alternating_bb/alternating_stimuli/static_stimuli/hands-15.jpg
9,35.500000,2,hands,hands-16.jpg,/Users/vpnl/Desktop/alternating_bb/alternating_stimuli/static_stimuli/hands-16.jpg
10,36.000000,4,scenes,scenes-9.jpg,/Users/vpnl/Desktop/alternating_bb/alternating_stimuli/static_stimuli/scenes-9.jpg
10,36.500000,4,scenes,scenes-10.jpg,/Users/vpnl/Desktop/alternating_bb/alternating_stimuli/static_stimuli/scenes-10.jpg
10,37.000000,4,scenes,scenes-11.jpg,/Users/vpnl/Desktop/alternating_bb/alternating_stimuli/static_stimuli/scenes-11.jpg
10,37.500000,4,scenes,scenes-12.jpg,/Users/vpnl/Desktop/alternating_bb/alternating_stimuli/static_stimuli/scenes-12.jpg
10,38.000000,4,scenes,scenes-13.jpg,/Users/vpnl/Desktop/alternating_bb/alternating_stimuli/static_stimuli/scenes-13.jpg
10,38.500000,4,scenes,scenes-14.jpg,/Users/vpnl/Desktop/alternating_bb/alternating_stimuli/static_stimuli/scenes-14.jpg
10,39.000000,4,scenes,scenes-15.jpg,/Users/vpnl/Desktop/alternating_bb/alternating_stimuli/static_stimuli/scenes-15.jpg
10,39.500000,4,scenes,scenes-16.jpg,/Users/vpnl/Desktop/alternating_bb/alternating_stimuli/static_stimuli/scenes-16.jpg
11,40.000000,0,blank,blank-17.jpg,/Users/vpnl/Desktop/alternating_bb/alternating_stimuli/static_stimuli/blank-17.jpg
11,40.500000,0,blank,blank-18.jpg,/Users/vpnl/Desktop/alternating_bb/alternating_stimuli/static_stimuli/blank-18.jpg
11,41.000000,0,blank,blank-19.jpg,/Users/vpnl/Desktop/alternating_bb/alternating_stimuli/static_stimuli/blank-19.jpg
11,41.500000,0,blank,blank-20.jpg,/Users/vpnl/Desktop/alternating_bb/alternating_stimuli/static_stimuli/blank-20.jpg
11,42.000000,0,blank,blank-21.jpg,/Users/vpnl/Desktop/alternating_bb/alternating_stimuli/static_stimuli/blank-21.jpg
11,42.500000,0,blank,blank-22.jpg,/Users/vpnl/Desktop/alternating_bb/alternating_stimuli/static_stimuli/blank-22.jpg
11,43.000000,0,blank,blank-23.jpg,/Users/vpnl/Desktop/alternating_bb/alternating_stimuli/static_stimuli/blank-23.jpg
11,43.500000,0,blank,blank-24.jpg,/Users/vpnl/Desktop/alternating_bb/alternating_stimuli/static_stimuli/blank-24.jpg
12,44.000000,2,hands,hands-17.jpg,/Users/vpnl/Desktop/alternating_bb/alternating_stimuli/static_stimuli/hands-17.jpg
12,44.500000,2,hands,hands-18.jpg,/Users/vpnl/Desktop/alternating_bb/alternating_stimuli/static_stimuli/hands-18.jpg
12,45.000000,2,hands,hands-19.jpg,/Users/vpnl/Desktop/alternating_bb/alternating_stimuli/static_stimuli/hands-19.jpg
12,45.500000,2,hands,hands-20.jpg,/Users/vpnl/Desktop/alternating_bb/alternating_stimuli/static_stimuli/hands-20.jpg
12,46.000000,2,hands,hands-21.jpg,/Users/vpnl/Desktop/alternating_bb/alternating_stimuli/static_stimuli/hands-21.jpg
12,46.500000,2,hands,hands-22.jpg,/Users/vpnl/Desktop/alternating_bb/alternating_stimuli/static_stimuli/hands-22.jpg
12,47.000000,2,hands,hands-23.jpg,/Users/vpnl/Desktop/alternating_bb/alternating_stimuli/static_stimuli/hands-23.jpg
12,47.500000,2,hands,hands-24.jpg,/Users/vpnl/Desktop/alternating_bb/alternating_stimuli/static_stimuli/hands-24.jpg
13,48.000000,0,blank,blank-25.jpg,/Users/vpnl/Desktop/alternating_bb/alternating_stimuli/static_stimuli/blank-25.jpg
13,48.500000,0,blank,blank-26.jpg,/Users/vpnl/Desktop/alternating_bb/alternating_stimuli/static_stimuli/blank-26.jpg
13,49.000000,0,blank,blank-27.jpg,/Users/vpnl/Desktop/alternating_bb/alternating_stimuli/static_stimuli/blank-27.jpg
13,49.500000,0,blank,blank-28.jpg,/Users/vpnl/Desktop/alternating_bb/alternating_stimuli/static_stimuli/blank-28.jpg
13,50.000000,0,blank,blank-29.jpg,/Users/vpnl/Desktop/alternating_bb/alternating_stimuli/static_stimuli/blank-29.jpg
13,50.500000,0,blank,blank-30.jpg,/Users/vpnl/Desktop/alternating_bb/alternating_stimuli/static_stimuli/blank-30.jpg
13,51.000000,0,blank,blank-31.jpg,/Users/vpnl/Desktop/alternating_bb/alternating_stimuli/static_stimuli/blank-31.jpg
13,51.500000,0,blank,blank-32.jpg,/Users/vpnl/Desktop/alternating_bb/alternating_stimuli/static_stimuli/blank-32.jpg
14,52.000000,4,scenes,scenes-17.jpg,/Users/vpnl/Desktop/alternating_bb/alternating_stimuli/static_stimuli/scenes-17.jpg
14,52.500000,4,scenes,scenes-18.jpg,/Users/vpnl/Desktop/alternating_bb/alternating_stimuli/static_stimuli/scenes-18.jpg
14,53.000000,4,scenes,scenes-19.jpg,/Users/vpnl/Desktop/alternating_bb/alternating_stimuli/static_stimuli/scenes-19.jpg
14,53.500000,4,scenes,scenes-20.jpg,/Users/vpnl/Desktop/alternating_bb/alternating_stimuli/static_stimuli/scenes-20.jpg
14,54.000000,4,scenes,scenes-21.jpg,/Users/vpnl/Desktop/alternating_bb/alternating_stimuli/static_stimuli/scenes-21.jpg
14,54.500000,4,scenes,scenes-22.jpg,/Users/vpnl/Desktop/alternating_bb/alternating_stimuli/static_stimuli/scenes-22.jpg
14,55.000000,4,scenes,scenes-23.jpg,/Users/vpnl/Desktop/alternating_bb/alternating_stimuli/static_stimuli/scenes-23.jpg
14,55.500000,4,scenes,scenes-24.jpg,/Users/vpnl/Desktop/alternating_bb/alternating_stimuli/static_stimuli/scenes-24.jpg
15,56.000000,1,faces,faces-17.jpg,/Users/vpnl/Desktop/alternating_bb/alternating_stimuli/static_stimuli/faces-17.jpg
15,56.500000,1,faces,faces-18.jpg,/Users/vpnl/Desktop/alternating_bb/alternating_stimuli/static_stimuli/faces-18.jpg
15,57.000000,1,faces,faces-19.jpg,/Users/vpnl/Desktop/alternating_bb/alternating_stimuli/static_stimuli/faces-19.jpg
15,57.500000,1,faces,faces-20.jpg,/Users/vpnl/Desktop/alternating_bb/alternating_stimuli/static_stimuli/faces-20.jpg
15,58.000000,1,faces,faces-21.jpg,/Users/vpnl/Desktop/alternating_bb/alternating_stimuli/static_stimuli/faces-21.jpg
15,58.500000,1,faces,faces-22.jpg,/Users/vpnl/Desktop/alternating_bb/alternating_stimuli/static_stimuli/faces-22.jpg
15,59.000000,1,faces,faces-23.jpg,/Users/vpnl/Desktop/alternating_bb/alternating_stimuli/static_stimuli/faces-23.jpg
15,59.500000,1,faces,faces-24.jpg,/Users/vpnl/Desktop/alternating_bb/alternating_stimuli/static_stimuli/faces-24.jpg
16,60.000000,3,cars,cars-17.jpg,/Users/vpnl/Desktop/alternating_bb/alternating_stimuli/static_stimuli/cars-17.jpg
16,60.500000,3,cars,cars-18.jpg,/Users/vpnl/Desktop/alternating_bb/alternating_stimuli/static_stimuli/cars-18.jpg
16,61.000000,3,cars,cars-19.jpg,/Users/vpnl/Desktop/alternating_bb/alternating_stimuli/static_stimuli/cars-19.jpg
16,61.500000,3,cars,cars-20.jpg,/Users/vpnl/Desktop/alternating_bb/alternating_stimuli/static_stimuli/cars-20.jpg
16,62.000000,3,cars,cars-21.jpg,/Users/vpnl/Desktop/alternating_bb/alternating_stimuli/static_stimuli/cars-21.jpg
16,62.500000,3,cars,cars-22.jpg,/Users/vpnl/Desktop/alternating_bb/alternating_stimuli/static_stimuli/cars-22.jpg
16,63.000000,3,cars,cars-23.jpg,/Users/vpnl/Desktop/alternating_bb/alternating_stimuli/static_stimuli/cars-23.jpg
16,63.500000,3,cars,cars-24.jpg,/Users/vpnl/Desktop/alternating_bb/alternating_stimuli/static_stimuli/cars-24.jpg
17,64.000000,1,faces,faces-25.jpg,/Users/vpnl/Desktop/alternating_bb/alternating_stimuli/static_stimuli/faces-25.jpg
17,64.500000,1,faces,faces-26.jpg,/Users/vpnl/Desktop/alternating_bb/alternating_stimuli/static_stimuli/faces-26.jpg
17,65.000000,1,faces,faces-27.jpg,/Users/vpnl/Desktop/alternating_bb/alternating_stimuli/static_stimuli/faces-27.jpg
17,65.500000,1,faces,faces-28.jpg,/Users/vpnl/Desktop/alternating_bb/alternating_stimuli/static_stimuli/faces-28.jpg
17,66.000000,1,faces,faces-29.jpg,/Users/vpnl/Desktop/alternating_bb/alternating_stimuli/static_stimuli/faces-29.jpg
17,66.500000,1,faces,faces-30.jpg,/Users/vpnl/Desktop/alternating_bb/alternating_stimuli/static_stimuli/faces-30.jpg
17,67.000000,1,faces,faces-31.jpg,/Users/vpnl/Desktop/alternating_bb/alternating_stimuli/static_stimuli/faces-31.jpg
17,67.500000,1,faces,faces-32.jpg,/Users/vpnl/Desktop/alternating_bb/alternating_stimuli/static_stimuli/faces-32.jpg
18,68.000000,4,scenes,scenes-25.jpg,/Users/vpnl/Desktop/alternating_bb/alternating_stimuli/static_stimuli/scenes-25.jpg
18,68.500000,4,scenes,scenes-26.jpg,/Users/vpnl/Desktop/alternating_bb/alternating_stimuli/static_stimuli/scenes-26.jpg
18,69.000000,4,scenes,scenes-27.jpg,/Users/vpnl/Desktop/alternating_bb/alternating_stimuli/static_stimuli/scenes-27.jpg
18,69.500000,4,scenes,scenes-28.jpg,/Users/vpnl/Desktop/alternating_bb/alternating_stimuli/static_stimuli/scenes-28.jpg
18,70.000000,4,scenes,scenes-29.jpg,/Users/vpnl/Desktop/alternating_bb/alternating_stimuli/static_stimuli/scenes-29.jpg
18,70.500000,4,scenes,scenes-30.jpg,/Users/vpnl/Desktop/alternating_bb/alternating_stimuli/static_stimuli/scenes-30.jpg
18,71.000000,4,scenes,scenes-31.jpg,/Users/vpnl/Desktop/alternating_bb/alternating_stimuli/static_stimuli/scenes-31.jpg
18,71.500000,4,scenes,scenes-32.jpg,/Users/vpnl/Desktop/alternating_bb/alternating_stimuli/static_stimuli/scenes-32.jpg
19,72.000000,3,cars,cars-25.jpg,/Users/vpnl/Desktop/alternating_bb/alternating_stimuli/static_stimuli/cars-25.jpg
19,72.500000,3,cars,cars-26.jpg,/Users/vpnl/Desktop/alternating_bb/alternating_stimuli/static_stimuli/cars-26.jpg
19,73.000000,3,cars,cars-27.jpg,/Users/vpnl/Desktop/alternating_bb/alternating_stimuli/static_stimuli/cars-27.jpg
19,73.500000,3,cars,cars-28.jpg,/Users/vpnl/Desktop/alternating_bb/alternating_stimuli/static_stimuli/cars-28.jpg
19,74.000000,3,cars,cars-29.jpg,/Users/vpnl/Desktop/alternating_bb/alternating_stimuli/static_stimuli/cars-29.jpg
19,74.500000,3,cars,cars-30.jpg,/Users/vpnl/Desktop/alternating_bb/alternating_stimuli/static_stimuli/cars-30.jpg
19,75.000000,3,cars,cars-31.jpg,/Users/vpnl/Desktop/alternating_bb/alternating_stimuli/static_stimuli/cars-31.jpg
19,75.500000,3,cars,cars-32.jpg,/Users/vpnl/Desktop/alternating_bb/alternating_stimuli/static_stimuli/cars-32.jpg
20,76.000000,2,hands,hands-25.jpg,/Users/vpnl/Desktop/alternating_bb/alternating_stimuli/static_stimuli/hands-25.jpg
20,76.500000,2,hands,hands-26.jpg,/Users/vpnl/Desktop/alternating_bb/alternating_stimuli/static_stimuli/hands-26.jpg
20,77.000000,2,hands,hands-27.jpg,/Users/vpnl/Desktop/alternating_bb/alternating_stimuli/static_stimuli/hands-27.jpg
20,77.500000,2,hands,hands-28.jpg,/Users/vpnl/Desktop/alternating_bb/alternating_stimuli/static_stimuli/hands-28.jpg
20,78.000000,2,hands,hands-29.jpg,/Users/vpnl/Desktop/alternating_bb/alternating_stimuli/static_stimuli/hands-29.jpg
20,78.500000,2,hands,hands-30.jpg,/Users/vpnl/Desktop/alternating_bb/alternating_stimuli/static_stimuli/hands-30.jpg
20,79.000000,2,hands,hands-31.jpg,/Users/vpnl/Desktop/alternating_bb/alternating_stimuli/static_stimuli/hands-31.jpg
20,79.500000,2,hands,hands-32.jpg,/Users/vpnl/Desktop/alternating_bb/alternating_stimuli/static_stimuli/hands-32.jpg
21,80.000000,0,blank,blank-33.jpg,/Users/vpnl/Desktop/alternating_bb/alternating_stimuli/static_stimuli/blank-33.jpg
21,80.500000,0,blank,blank-34.jpg,/Users/vpnl/Desktop/alternating_bb/alternating_stimuli/static_stimuli/blank-34.jpg
21,81.000000,0,blank,blank-35.jpg,/Users/vpnl/Desktop/alternating_bb/alternating_stimuli/static_stimuli/blank-35.jpg
21,81.500000,0,blank,blank-36.jpg,/Users/vpnl/Desktop/alternating_bb/alternating_stimuli/static_stimuli/blank-36.jpg
21,82.000000,0,blank,blank-37.jpg,/Users/vpnl/Desktop/alternating_bb/alternating_stimuli/static_stimuli/blank-37.jpg
21,82.500000,0,blank,blank-38.jpg,/Users/vpnl/Desktop/alternating_bb/alternating_stimuli/static_stimuli/blank-38.jpg
